"","Blank 1","Frequency","Blank 2","Frequency"
"13","no history of bowel obstruction abdominal",1,"and abdominal carcinomatosis should be evaluated for the potential need for additional treatment before coming on study                                                                                                                                                                                                                                                                                                                                                                                                                           ",1
"14","history of abdominal / pelvic or tracheoesophageal",1,"gastrointestinal mcLcer or perforation or intra abdominal abscess within 3 months of study enrollment are not eligible                                                                                                                                                                                                                                                                                                                                                                                                                                     ",1
"15","history of abdominal / pelvic",1,"intra abdominal abscess or gastrointestinal perforation within the 3 months prior to enrollment                                                                                                                                                                                                                                                                                                                                                                                                                                            ",1
"17","patients with postoperative",1,"gastrointestinal perforation or intra abdominal abscess within past 12 months                                                                                                                                                                                                                                                                                                                                                                                                                                            ",1
"18","no history of gastrointestinal",1,"or gastrointestinal perforation and / or abscess within 6 months prior to initiation of treatment                                                                                                                                                                                                                                                                                                                                                                                                                                      ",1
"21","any history of gastrointestinal gi perforation history of intra abdominal abscess within 3 months prior to starting treatment or history of abdominal",1,"gastrointestinal perforation and / or intraabdominal abscess within 6 months prior to day 1                                                                                                                                                                                                                                                                                                                                                                                                                                         ",1
"22","patients with clinically significant gastrointestinal abnormalities including but not limited to clinically significant signs and / or symptoms of bowel obstruction within 3 months prior to starting treatment history of intra abdominal abscess within 3 months prior to starting treatment history of gastrointestinal gi perforation within 6 months prior to starting treatment evidence of abdominal",1,"                                                                                                                                                                                                                                                                                                                                                                                                                                                        ",1
"23","participants may not have had history of abdominal",1,"or gastrointestinal perforation < 90 days of registration                                                                                                                                                                                                                                                                                                                                                                                                                                                ",1
"6","",NA,"unless the fistula history meets all the following a the fistula was surgically repaired b there has been no evidence of fistula for at least 6 months prior to starting treatment c patient is deemed to be at low risk of recurrent fistula and d the case must be discussed with the study pi                                                                                                                                                                                                                                                                                                                                                                                ",1
"9","",NA,"within 6 months prior to starting treatment history of abdominal fistula will be considered eligible if the fistula was surgically repaired and there has been no evidence of fistula for at least 6 months prior to starting treatment and patient is deemed to be at low risk of recurrent fistula                                                                                                                                                                                                                                                                                                                                                   ",1
"12","",NA,"or gastrointestinal perforation within the past 6 months                                                                                                                                                                                                                                                                                                                                                                                                                                            ",1
