"","Blank 1","Frequency","Blank 2","Frequency"
"11","known history of",1,"prolongation or arrhythmic events e . g . heart failure hypokalemia family history of long qtc syndrome that meets new york heart association nyha class ii or above                                                                                                                                                                                                                                                                     ",1
"14","patients with other factors that increase the risk of",1,"qtc > = 470 msec detected on 2 or more time points within a 24 hour period or family history of long qt syndrome if ecg demonstrates qtc > = 470 msec patient will be eligible only if repeat ecg demonstrates qtc = < 470 msec                                                                                                                                                                                                                                                       ",1
"15","no known history of prolonged",1,"syndrome or family history of long qt syndrome                                                                                                                                                                                                                                                                                                ",1
"19","any of the following cardiac criteria mean resting corrected qtc qtc using fredericaï s formula qtcf > = 470 msec any clinically important abnormalities in rhythm conduction or morphology of resting electrocardiogram ecg e . g . complete left bundle branch block third degree heart block second degree heart block congenital longqt syndrome or family history of long",1,"qtc > = 470 msec on 2 or more time points within a 24 hour period or family history of long qt syndrome                                                                                                                                                                                                                                                                              ",1
"21","no history of congenital prolonged corrected",1,"qtc syndrome new york heart association nyha class iii or iv congestive heart failure chf                                                                                                                                                                                                                                                                                     ",1
"22","resting ecg with corrected",1,"qtc > = 470 msec on two or more time points within a 24 hour period noted within 14 days of treatment or family history of long qt syndrome                                                                                                                                                                                                                                                                         ",1
"23","patients with congenital long",1,"syndrome history of ventricular arrhythmias or heart block                                                                                                                                                                                                                                                                                              ",1
"24","any of the following cardiac criteria mean resting corrected qtc fridericia s correction formula qtcf > = 470 ms ms obtained from 3 electrocardiograms ecgs using the screening clinic ecg machine derived corrected",1,"qtc value any clinically important abnormalities in rhythm conduction or morphology of resting ecg e . g . completeleft bundle branch block third degree heart block second degree heart block any factors that increase the risk of qtc prolongation or risk of arrhythmic events such as heart failure hypokalemia congenital long qt syndrome family history of long qt syndrome or unexplained sudden death under 40 years of age in first degree relatives or any concomitant medication known to prolong the qtc                                                                                                                                                                                        ",1
"25","participants may not have corrected",1,"qtc > = 470 msec or family history of long qt syndrome                                                                                                                                                                                                                                                                                         ",1
"28","patients must not have a corrected",1,"qtc interval > = 500 msec on baseline electrocardiogram ekg                                                                                                                                                                                                                                                                                               ",1
"29","patients must not have a history of clinically significant arrhythmia prolonged corrected",1,"qtc interval = < 450 msecs                                                                                                                                                                                                                                                                                                   ",1
"30","patients must not have a screening corrected",1,"qtc interval > = 480 msecs within 28 days prior to registration                                                                                                                                                                                                                                                                                        ",1
"31","mean qtc > = 500 msec with bazettï s correction in screening electrocardiogram or history of familial long",1,"qtc interval or unexplained syncope not thought to be vasovagal in nature within 6 months prior to registration                                                                                                                                                                                                                                                                            ",1
"32","normal ejection fraction echocardiogram echo or cardiac mri > = 53 or the institutional normal if a range is given then the upper value of the range will be used corrected",1,"using fridericia s formula qtcf interval > = 500 msecs by fridericia calculation based on the average of triplicate electrocardiogram ekg performed within 7 days prior to registration note that triplicate ekg is required at other time points                                                                                                                                                                                                                                                             ",1
"33","patients must have a corrected",1,"qtc or fridericia s correction formula qtcf = < 450 msec                                                                                                                                                                                                                                                                ",1
"34","patients with corrected",1,"qtc interval of less than 480 msec                                                                                                                                                                                                                                                                                              ",1
"35","corrected qtc using fridericia s formula qtcf interval of > = 450 msec at study entry congenital long",1,"qtc interval of > = 450 msec or those on medications known to prolong qtc interval                                                                                                                                                                                                                                                                                       ",1
"38","patients must have corrected",1,"qtc interval fridericia formula > = 450 msec for men or > = 470 msec for women at study entry history of congenital long qt syndrome                                                                                                                                                                                                                                                                               ",1
"39","patients with a pre existing diagnosis of a prolonged",1,"qtc interval > = 480 msec on baseline electrocardiogram ekg                                                                                                                                                                                                                                                                                               ",1
"40","patients must have an electrocardiogram ecg within 8 weeks prior to registration to screening step and must meet the following cardiac criteria resting corrected qtc qtc = < 480 msec note if the first recorded qtc exceeds 480 msec two additional consecutive ecgs are required and must result in a mean resting qtc = < 480 msec it is recommended that there are 10 minute / 5 minutes breaks between the ecgs the following only need to be assessed if the mean qtc > = 480 msec check potassium and magnesium serum levels correct any identified hypokalemia and / or hypomagnesemia and may repeat ecg to confirm exclusion of patient due to qtc for patients with heart rate hr 60 100 beats per minute bpm no manual read of qtc is required for patients with baseline hr < 60 or > = 100 bpm manual read of",1,"qtc = < 480 msec by electrocardiogram ecg corrected using the bazettï s formula within 28 days prior to registration                                                                                                                                                                                                                                                                                  ",1
"42","patients with a known or screening period determined corrected",1,"syndrome even if corrected qtc qtc is normal at the time of apl diagnosis are excluded                                                                                                                                                                                                                                                                                 ",1
"46","patients with a known history of corrected",1,"by trained personnel is required with fridericia correction applied to determine qtc patient must not have hypokalemia value < institutional lower limit of normal no factors that increase the risk of qtc prolongation or risk of arrhythmic events such as heart failure congenital long qt syndrome family history of long qt syndrome or unexplained sudden death under 40 years of age or any concomitant medication known to prolong the qtc note patient must be taken off prohibited medication prior to registration to the screening step step 0 2 4 6 and remain off these medications thereafter unless permitted on a subprotocol for the management of treatment related toxicity patient must be off the drug for at least 5 half lives prior to registration to the treatment step step 1 3 5 7 the medication half life can be found in the package insert for food and drug administration fda approved drugs",1
"47","known cardiac disorder including uncontrolled hypertension blood pressure bp of > = 150 / 95 despite medical support / management acute coronary syndrome within 6 months prior to starting treatment uncontrolled angina ï canadian cardiovascular society grade ii iv despite medical support / management heart failure new york heart association nyha class ii or above prior or current cardiomyopathy including but not limited to the following known hypertrophic cardiomyopathy known arrhythmogenic right ventricular cardiomyopathy baseline lvef lvef = < 55 previous moderate or severe impairment of left ventricular systolic function lvef < 45 on echocardiography or equivalent on multi gated acquisition scan muga even if full recovery has occurred severe valvular heart disease atrial fibrillation with a ventricular rate > = 100 beats per minute bpm on electrocardiography ecg at rest fridericia s correction formula qtcf interval > = 450 msec or other factors that increase the risk of",1,"qtc interval > = 450 ms ie grade 1 or higher on electrocardiogram ecg prior to initiation of study treatment if baseline qtc on screening ecg is > = 450 ms ie grade 1 or higher check potassium and magnesium serum levels correct any identified hypokalemia and / or hypomagnesemia and repeat ecg to confirm qtc interval for patients with baseline heart rate hr < 60 beats per minute bpm or > = 100 bpm manual measurement of qtc by cardiologist is required with fridericia correction applied to that manual measurement to determine the qtc for eligibility consideration note for patients with hr 60 100 bpm manual measurement of qtc interval and use of fridericia calculation is not required                                                                                                                                                                                  ",1
"48","patients with the following cardiac conditions are excluded uncontrolled hypertension adults blood pressure bp of > = 150 / 95 despite medical support / management participants 18 years of age and younger should have a blood pressure = < 95th percentile for age height and gender preexisting hypertension in adults should be controlled either with pharmacological or non pharmacological methods at the time of enrollment acute coronary syndrome within 6 months prior to starting treatment uncontrolled angina ï canadian cardiovascular society grade ii iv despite medical support / management heart failure new york heart association nyha class ii or above prior or current cardiomyopathy including but not limited to the following known hypertrophic cardiomyopathy known arrhythmogenic right ventricular cardiomyopathy baseline lvef lvef = < 55 previous moderate or severe impairment of left ventricular systolic function lvef < 50 on echocardiography or equivalent on multi gated acquisition scan muga even if full recovery has occurred severe valvular heart disease atrial fibrillation with a ventricular rate > = 100 beats per minute bpm on electrocardiogram ecg at rest qtc corrected according to fridericiaï s formula qtcf interval > = 450 msec or other factors that increase the risk of",1,"qtc interval > = 450 msec and patients who require a therapy with a drug known to prolong the qt / qtc interval are ineligible                                                                                                                                                                                                                                                                        ",1
"2","",NA,"qtc > = 450 msec for men and > = 470 msec for women by fridericia formula on 3 separate electrocardiograms ecgs patients with a history of long qtc syndrome or personal or family history of ventricular arrhythmias will be excluded                                                                                                                                                                                                                                                               ",1
"8","",NA,"qtc > = 450 msec for men and > = 470 msec for women by fridericia formula on 3 separate electrocardiograms ecgs                                                                                                                                                                                                                                                                                  ",1
"10","",NA,"using bazett s formula qtcb interval < 500 msecs                                                                                                                                                                                                                                                                                                ",1
"12","",NA,"qtc prolongation > = 480 msec or known history of ventricular tachycardia ventricular fibrillation or torsades de pointes are not eligible                                                                                                                                                                                                                                                                              ",1
"13","",NA,"prolongation or arrhythmic events e . g . heart failure hypokalemia family history of long qtc syndrome are excluded the use of medication s that can prolong corrected qt qtc interval is prohibited while treated on this study                                                                                                               ",1
"18","",NA,"prolongation or arrhythmic events e . g . heart failure hypokalemia family history of long qtc syndrome are excluded . the use of medication s that can prolong qtc interval is prohibited while treated on this study                                                                ",1
"20","",NA,"using fridericia s formula qtcf = < 450 ms                                                                                                                                                                                                                                                                                                ",1
