"","Blank 1","Frequency","Blank 2","Frequency"
"20","patients with > =",1,"i ii t1 3 n0 m0 t0 2 n1 m0 diagnosis must be by needle biopsy patients diagnosed by surgical excision are excluded for patients enrolled after receipt and completion of neoadjuvant chemotherapy the clinical stage must be determined based on pre chemotherapy assessment                                                                                                                                                                                  ",1
"23","pathologically confirmed diagnosis of breast cancer clinical",1,"intermediate b or advanced c within 28 days prior to study entry                                                                                                                                                                                                                 ",1
"24","patients must have barcelona clinic liver cancer bclc",1,"iv breast cancer                                                                                                                                                                                                                                  ",1
"27","patients must have estrogen and / or progesterone receptor positive histologically confirmed",1,"ii iii or iv disease as defined by the ann arbor staging system                                                                                                                                                                                                                        ",1
"28","patients must have locally advanced unresectable",1,"i iii adenocarcinoma of the breast                                                                                                                                                                                                                   ",1
"29","patients must have histologically confirmed melanoma with braf v600 mutation patients must have",1,"iiic or metastatic stage iv cancer with either progression to prior therapy or a newly diagnosed cancer that does not have an available treatment with curative intent                                                                                                                                                                                                    ",1
"30","patients must have histologically confirmed newly diagnosed or recurrent from a previously treated early",1,"iiic or stage iv disease                                                                                                                                                                                                                   ",1
"32","diagnosis of an advanced solid tumor malignancy advanced cancer or lymphoma in most situations this would be a",1,"lung cancers that are locally confined non small cell lung cancers that are considered unresectable and for which chemoradiation will be considered definitive therapy patients with recurrent cancer that is amendable for chemoradiation can be eligible only if patients with prior lobectomy for stage i cancer had not had adjuvant chemotherapy and more than 8 weeks have elapsed from surgery to allow for wound healing patients who recur from prior x ray therapy xrt or stereotactic body radiation therapy sbrt will not be eligible                                                                                                                                   ",1
"33","patients must have",1,"i iii breast cancer including inflammatory and newly diagnosed recurrent breast cancer or lymphoma stage i iv patients should have a > = 2 year life expectancy                                                                                                                                                                                                          ",1
"35","patients must have measurable",1,"iv cancer patients with a diagnosis of stage iii cancer or lymphoma are eligible if cure is not possible or anticipated clinical staging without pathological confirmation of advanced disease is allowed                                                                                                                                                                                    ",1
"36","patients must be < 12 months < 365 days of age at diagnosis with inrg",1,"ii iii or iv disease                                                                                                                                                                                                                             ",1
"37","group c patients < 18 months < 547 days of age with newly diagnosed inrg",1,"i disease are not eligible                                                                                                                                                                                                                              ",1
"38","patients must have either metastatic",1,"iii measurable stage iva stage ivb with or without measurable disease or recurrent with or without measurable disease endometrial carcinoma histologic confirmation of the original primary tumor is required patients with the following histologic epithelial cell types are eligible endometrioid adenocarcinoma serous adenocarcinoma undifferentiated carcinoma clear cell adenocarcinoma mixed epithelial carcinoma adenocarcinoma not otherwise specified n . o . s .                                                                                                                                                                    ",1
"41","for all",1,"l1 or < 18 months < 547 days of age at diagnosis with inrg stage l2 or stage ms neuroblastoma / ganglioneuroblastoma                                                                                                                                                                                                ",1
"43","patients with newly diagnosed pathologically confirmed chl meeting one of the following ann arbor stages are eligible",1,"ms neuroblastoma / ganglioneuroblastoma                                                                                                                                                                                                                  ",1
"45","patients must have histologically or cytologically confirmed",1,"ivc or locally advanced unresectable disease stage ivb                                                                                                                                                                                                                        ",1
"46","completely resected",1,"1 all patients and dose expansion stage 2 endometrial and ovarian cancer cohorts participants are allowed following unlimited prior therapy for stage 2 gbm participants no more than 2 prior relapses are allowed for these patients relapse is defined as progression following initial therapy i . e . radiation / chemo if that was used as initial therapy or a subsequent therapy the intent therefore is that gbm patients enrolling onto stage 2 had no more than 3 prior therapies initial and treatment for 2 relapses if the patient had a surgical resection for relapsed disease and no anti cancer therapy was instituted for up to 12 weeks and the patient undergoes another surgical resection this is considered to constitute 1 relapse note for participants who had prior therapy for a low grade glioma the surgical diagnosis of glioblastoma will be considered the first relapse therefore these participants may have had more than 3 prior therapies                                                                        ",1
"48","for enrollment in the first",1,"2 endometrial and ovarian cancer patients must have at least one lesion amenable to biopsy this determination will be made by a member of the interventional radiology team or surgical associate investigator and an associate investigator this requirement is not necessary for patients in stage 1                                                                                                                                                                                       ",1
"51","on average cares for at least 3 aa patients with early",1,"2 participants no prior treatment with mtor pi3 kinase or akt inhibitors prior treatment with mtor pi3 kinase or akt inhibitors allowed in stage 1 only                                                                                                                                                                                                         ",1
"52","status post surgical resection or definitive radiotherapy for recently diagnosed clinically suspicious or biopsy proven early",1,"2 gbm participants no prior treatment with bevacizumab / vascular endothelial growth factor receptor vegfr inhibitors prior treatment with bevacizumab / vegfr inhibitors is allowed in stage 1 for all participants as well as stage 2 endometrial and ovarian cancer participants                                                                                                                                                                                           ",1
"53","locally advanced",1,"iib with bulk stage iiib stage iva stage ivb if study eligibility by staging is uncertain consultation with imaging and radiation oncology core iroc rhode island ri may be obtained prior to study enrollment                                                                                                                                                                                  ",1
"55","patient has a new unrated histologic diagnosis of",1,"t2a / b > = 5 cm and grade 2 or 3 and                                                                                                                                                                                                                        ",1
"56","patients must have pathologic diagnosis of adenocarcinoma or large cell carcinoma of the lung with confirmation by immunohistochemistry e . g . transcription termination factor 1 ttf 1 positivity histologic tissue diagnosis is recommended but cytology is acceptable",1,"iv or unresectable stage iii braf v600e or braf v600k mutant melanoma                                                                                                                                                                                                                  ",1
"57","prior to chemotherapy / or thoracic radiotherapy patients must be defined as limited",1,"ib > = 4 cm ii or iiia non squamous nsclc with negative margins patients may not have received neoadjuvant therapy chemo or radio therapy for this lung cancer                                                                                                                                                                                                      ",1
"58","rms types included under embryonal rhabdomyosarcoma erms include those classified in the 1995 international classification of rhabdomyosarcoma icr as erms classic spindle cell and botryoid variants which are reclassified in the 2013 world health organization who classification as erms classic dense and botryoid variants and spindle cell / sclerosing rms encompassing the historical spindle cell erms variant and the newly recognized sclerosing rms variant classification of alveolar rhabdomyosarcoma arms in the 2013 who classification is the same as in the icr and includes classic and solid variants erms",1,"iii or stage iv disease                                                                                                                                                                                                                            ",1
"60","pathologic diagnosis of",1,"of cohort b patients must have accessible pre treatment and post treatment 4 6 weeks tumor for biopsy                                                                                                                                                                                                              ",1
"61","patients with any",1,"i iii disease patients should be 2 24 months post completion of surgery radiation therapy and / or chemotherapy with no further planned treatment during the 12 week study and no evidence of disease                                                                                                                                                                                                  ",1
"62","patients must have clinically and radiographically suspected and previously untreated international federation of gynecologic and obstetrics figo",1,"iv disease patients may be receiving no treatment or may be receiving maintenance treatment with a target agent chemotherapy or immunotherapy provided the most recent imaging does not demonstrate progressive disease                                                                                                                                                                                                     ",1
"63","appropriate",1,"nsclc per year based on the last 3 years of cancer registry data                                                                                                                                                                                                             ",1
"64","the tumor must be clinically determined to be locally advanced",1,"nsclc                                                                                                                                                                                                                    ",1
"65","histologic documentation of women or men with node positive her2 negative anatomic",1,"iiia iiib or metastatic stage iv nsclc                                                                                                                                                                                                                            ",1
"66","clinical",1,"iii or stage iv melanoma patients must have histological or cytological confirmation of melanoma that is metastatic or unresectable and clearly progressive                                                                                                                                                                                                           ",1
"67","pathologically proven diagnosis of nsclc with metastases",1,"ib2 > = 5 cm ii iiib or iva squamous adenocarcinoma or adenosquamous carcinoma of the uterine cervix or stage ii iva squamous adenocarcinoma or adenosquamous carcinoma of the vagina not amenable to curative surgical resection alone the presence or absence of para aortic lymph node metastasis will be based on pre therapy 18f fdg pet / ct if the baseline 18f fdg pet / ct identifies hypermetabolic para aortic disease such patients will not be eligible the patient must be able to tolerate imaging requirements of an 18f fdg pet / ct scan                                                                                                                               ",1
"68","prior systemic therapy as part of concurrent treatment approach for previously diagnosed",1,"iiia / iiib or oligometastatic stage iv in which the patient is still considered an appropriate candidate for aggressive chemoradiotherapy for the primary tumor oligometastatic disease is defined as = < 5 metastatic sites = < 3 lesions per organ for intracranial metastasis the patient should have asymptomatic disease that is stable on steroids or 1 to 3 symptomatic metastatic lesions treated with stereotactic radiosurgery srs                                                                                                                             ",1
"69","patients must have histologically proven recurrent non muscle invasive urothelial carcinoma of the bladder within 60 days prior to registration the carcinoma must be",1,"or extensive stage sclc after clinical staging evaluation involving the following history / physical examination computed tomography ct of the chest and abdomen with contrast does not have to be done if the patient has had a positron emission tomography pet / ct scan prior to initiating chemotherapy or thoracic radiotherapy mri of the brain with contrast or diagnostic head ct with contrast for patients without evidence of extensive stage sclc on chest and abdomen ct and brain mri or head ct a pet / ct or bone scan is required to confirm limited stage sclc                                                                                                                        ",1
"71","patients must have pathologically confirmed",1,"1 group iii non orbit stage 3 group i / ii stage 2 / 3 group iii stage 4 group iv < 10 years old arms stages 1 3 groups i iii                                                                                                             ",1
"72","patients with operable focal or multifocal t1 t3",1,"iv disease                                                                                                                                                                                                                                   ",1
"73","patients must have pathologically confirmed melanoma that is either",1,"ib2 iva squamous adenocarcinoma or adenosquamous carcinoma of the uterine cervix or stage ii iva squamous or adenocarcinoma of the vulva that is not amenable to curative surgical resection alone                                                                                                                                                                                                    ",1
"74","low risk stratum",1,"of pathologically confirmed cluster of differentiation cd 3 acute lymphoma chronic or smoldering subtypes of atll                                                                                                                                                                                                                  ",1
"77","standard risk 1 sr1 site ovarian testicular or extragonadal",1,"iii or iv epithelial ovarian primary peritoneal or fallopian tube cancer high grade for whom the plan of management will include neoadjuvant chemotherapy nact with interval tumor reductive surgery trs who have undergone biopsies for histologic confirmation                                                                                                                                                                               ",1
"78","standard risk 2 sr2 site ovarian",1,"for study entry based on the following diagnostic workup history / physical examination within 28 days prior to registration radiographic imaging of the chest abdomen and pelvis within 28 days prior to registration documenting disease consistent with figo stage iii or iv disease further protocol specific assessments                                                                                                                                                                                     ",1
"79","patients with any diagnoses not listed including",1,"ii or stage iii rectal cancer and must also meet any one of the following criteria distal location as defined by measurement on mri mri transrectal mcLtrasound erus / pelvic computed tomography ct with iv contrast scan or palpable on digital rectal examination dre ct3 4 = < 5 cm from the anal verge any n bulky any ct4 or evidence that the tumor is adjacent to defined as within 3 mm of the mesorectal fascia on mri or erus / pelvic ct with iv contrast scan high risk for metastatic disease with 4 or more regional lymph nodes cn2 clinical nodal or cn status for eligibility includes the total number of nodes n2 = 4 or more in the mesorectal and superior rectal stations measuring > = 1 . 0 cm in any axis on cross sectional or endoscopic imaging note nodes must measure 1 . 0 cm or greater to be considered positive for this eligibility requirement not a candidate for sphincter sparing surgical resection prior to neoadjuvant therapy as planned by the primary surgeon note clinical stage of the primary tumor and nodes may be determined locally by rectal endoscopic mcLtrasound or pelvic mri mri is strongly preferred ct scan with iv contrast is acceptable provided there is evidence of t4 and / or n2 disease",1
"18","",NA,"ii or iii breast carcinoma and high risk node negative defined as estrogen receptor er and progesterone receptor pr negative and tumor size > = 2 cm within one year of diagnosis and free of recurrence patients with pn1mic are eligible if neoadjuvant therapy was received either initial clinical stage determined by physical and or radiologic examination or post operative pathologic stage can be used for eligibility purposes with the higher stage determining eligibility histologic documentation of node positivity is required bilateral breast cancers are allowed as long as both cancers are her2 negative and at least one of the cancers meets eligibility                                                                                                                  ",1
"19","",NA,"> = t2nxm0 or tanyn disease for which radical or partial nephrectomy is planned                                                                                                                                                                                                                      ",1
"22","",NA,"iv disease present prior to registration this includes patients newly diagnosed with metastatic disease or those initially diagnosed and treated for stage i iii nsclc who mcLtimately develop metastases .                                                                                                                                                                                                ",1
"26","",NA,"iii nsclc adjuvant therapy for stage iii nsclc as adjuvant therapy for previously resected nsclc or for other previous cancers is permitted .                                                                                                                                                                                                  ",1
"31","",NA,"t1 high grade stage cis or stage ta high grade                                                                                                                                                                                                   ",1
"34","",NA,"m1                                                                                                                                                                                                                                    ",1
"40","",NA,"iv or unresectable stage iii melanoma patients must not have disease that is suitable for local therapy administered with curative intent                                                                                                                                                                                                           ",1
"42","",NA,"ii and iiia invasive ductal carcinoma all receptor phenotypes and who have completed neoadjuvant chemotherapy with a clinical complete response by clinical examination                                                                                                                                                                                                      ",1
"44","",NA,"iv or unresectable stage iii patients may have primaries of cutaneous mucosal or unknown origin patients with uveal ocular primary are not eligible                                                                                                                                                                                                     ",1
"49","",NA,"i ovarian immature teratoma and stage i malignant gct all sites patients must be < 50 years of age at enrollment                                                                                                                                                                                                             ",1
"50","",NA,"i immature teratoma it site ovarian stage children s oncology group cog stage i federation of gynecology and obstetrics figo stage ia and ib grade 2 or 3 histology pure immature teratoma mixed immature and mature teratoma no pathological evidence of mediastinal germ cell tumor mgct tumor markers alpha fp = < 1 000 ng / ml beta hcg institutional normal age years < 50                                                                                                                                                                  ",1
"54","",NA,"i mcgt site ovarian testicular or extragonadal stage cog stage i figo stage ia and ib american joint committee on cancer ajcc testicular stage ia and ib histology must contain at least one of the following yolk sac tumor embryonal carcinoma or choriocarcinoma pure or mixed age years < 50                                                                                                                                                                                 ",1
"59","",NA,"cog stage ii iv figo stage ic figo stage ii iv histology must contain at least one of the following yolk sac tumor embryonal carcinoma or choriocarcinoma pure or mixed age years < 11                                                                                                                                                                                          ",1
"70","",NA,"cog stage ii and iii figo stage ic ii and iii histology must contain at least one of the following yolk sac tumor embryonal carcinoma or choriocarcinoma pure or mixed age years > = 11 and < 25 site testicular stage cog stage ii iv ajcc stage ii iii international germ cell consensus classification igccc good risk histology must contain at least one of the following yolk sac tumor embryonal carcinoma or choriocarcinoma pure or mixed tumor markers for igccc good risk alpha fp < 1 000 ng / ml beta hcg < 5 000 iu / ml and lactate dehydrogenase ldh < 1 . 5 x normal age years > = 11 and < 25 site extragonadal stage cog stage ii histology must contain at least one of the following yolk sac tumor embryonal carcinoma or choriocarcinoma pure or mixed age years > = 11 and < 25                                                                          ",1
"76","",NA,"i testicular cancer patients who have undergone primary rplnd retroperitoneal lymph node dissection pure dysgerminoma and pure seminoma pure mature teratoma pure immature teratoma cog stage i with alpha fetoprotein afp > = 1000 ng / ml pure immature teratoma cog stage ii iv or figo stage ic to iv poor risk disease age > = 11 years old and cog stage iv ovarian cog stage iii or iv eg or igccc intermediate or poor risk testicular or primary central nervous system cns germ cell tumor                                                                                                                                        ",1
