"","Blank 1","Frequency","Blank 2","Frequency"
"14","study participants with a history of",1,"treatment with any parp inhibitor in combination with temozolomide are ineligible to receive treatment with veliparib on this study patients who have received prior temozolomide or parp inhibitor with or without other chemotherapy / targeted agent aside from temozolomide should not be excluded solely because of receiving prior parp inhibitor or temozolomide unless it was in combination patients who have received temozolomide with a parp inhibitor in the past are eligible to participate but will not receive veliparib with temozolomide on study such patients are eligible to receive other treatment regimens on study based on identified genetic mutations                                                                                 ",1
"15","phase i subjects only",1,"mitogen activated protein kinase kinase mek inhibitors would not be eligible to receive trametinib dmso on study if these patients have mutations of interest in pathways other than the rat sarcoma ras pathway they will be eligible to receive agents based on that mutation                                                                                                                                       ",1
"19","patients may not have received",1,"proteasome inhibitor based therapy that is maintained for > = 60 days from the last dose of the proteasome inhibitor a patient who receives induction therapy with lenalidomide bortezomib and dexamethasone and achieves a pr or better but subsequently progresses on continued lenalidomide or lenalidomide dexamethasone would be eligible provided the progression occurs 60 days or more after discontinuation of the bortezomib similarly ixazomib exposure is allowed provided they meet the definition of proteasome inhibitor sensitive disease                                                                                         ",1
"22","parp inhibitor exposure part a patients who have received",1,"treatment with braf or mek inhibitors                                                                                                                                                                            ",1
"23","patients may not have had",1,"therapy is allowed for patients enrolled in the phase i portion of the study patients may have received any number of prior lines of therapy including treatment with a braf and / or mek inhibitor prior navitoclax use will not be allowed unless the patient received < 7 days of navitoclax lead in on this or another study and had to stop for reasons other than toxicity or disease progression                                                                                                              ",1
"24","patients must not have received a",1,"therapy is allowed for patients enrolled in the phase ii portion of the study patients may have received prior immunotherapy including high dose il 2 ipilimumab nivolumab and other anti pd1 / pdl1 antibodies or chemotherapy however prior navitoclax braf inhibitor and / or mek inhibitor therapy will not be allowed                                                                                                                                     ",1
"26","patients may have had",1,"navitoclax braf inhibitor and mek inhibitor is prohibited exceptions for phase i are described above                                                                                                                                                                         ",1
"28","patients who received a strong cytochrome p450 cyp 3a inhibitor within 7 days",1,"therapy is allowed patients may have received any number of prior lines of therapy including treatment with a braf and / or mek inhibitor                                                                                                                                                                ",1
"29","renal cell patients must have had at least one",1,"mek v ki ras2 kirsten rat sarcoma viral oncogene homolog kras or v raf murine sarcoma viral oncogene homolog b1 braf inhibitor therapy                                                                                                                                                            ",1
"34","subjects who received a strong cytochrome p450 cyp 3a inhibitor within 7 days",1,"treatment on a cdk inhibitor                                                                                                                                                                                   ",1
"35","melanoma unresectable or metastatic disease progression following a b raf proto oncogene serine / threonine kinase braf inhibitor if braf v600 positive note",1,"therapy with a temozolomide based regimen are eligible note patients who have progressed on a poly adenosine diphosphate ribose polymerase parp inhibitor and temozolomide regimen are not eligible for part a of the study                                                                                                                                                  ",1
"40","patients who have had",1,"therapy with a parp inhibitor with the exception of bmn 673 are eligible however patients who have progressed on a parp inhibitor and temozolomide regimen are not eligible part b and part c patients who have previously been exposed to a parp inhibitor are not eligible                                                                                                                                 ",1
"41","patients who have had hormonal therapy e . g . tamoxifen aromatase inhibitor within 1 week",1,"treatment with mtor peptidase inhibitor 3 skin derived pi3 kinase or akt inhibitors                                                                                                                                                                      ",1
"44","not previously received xl184 or another met / hgf inhibitor tivantinib or crizotinib there are no limits on number of",1,"braf or mitogen activated protein kinase kinase mek inhibitor                                                                                                                                                                         ",1
"45","patients who have received a",1,"treatment with crizotinib or another alk inhibitor                                                                                                                                                                                ",1
"46","patient is ineligible if patient discontinued",1,"systemic therapy in the adjuvant setting however this adjuvant treatment must not have included a ctla4 or pd1 pathway blocking antibody or a braf / mek inhibitor also patients may not have had any prior systemic treatment for advanced measurable metastatic disease                                                                                                                                          ",1
"48","patients must not have any",1,"exposure to a bruton agammaglobulinemia tyrosine protein kinase btk inhibitor                                                                                                                                                                              ",1
"49","patients must not have had",1,"to the first dose of ibrutinib or patients who require continuous treatment with a strong cyp3a inhibitor with the exception of voriconazole which will be specifically studied in this protocol                                                                                                                                             ",1
"54","no concomitant use of proton pump inhibitors ppi is allowed any",1,"vascular endothelial growth factor vegf tyrosine kinase inhibitor tki                                                                                                                                                                      ",1
"2","",NA,"proteasome inhibitor or immune modulating drug imid use                                                                                                                                                                               ",1
"3","",NA,"use of parp inhibitors                                                                                                                                                                                    ",1
"6","",NA,"inhibitor of vegf signaling and a poly adp ribose polymerases parp inhibitor administered in combination unless administered in combination patients who received a prior parp inhibitor or a prior vegf signaling inhibitor agent are allowed after discussing with the pi                                                                                                                                            ",1
"9","",NA,"to the first dose of ibrutinib or subjects who require continuous treatment with a strong cyp 450 3a inhibitor                                                                                                                                                        ",1
"16","",NA,"therapy with ipilimumab not required                                                                                                                                                            ",1
"17","",NA,"treatment with pazopanib or any phosphoinositide 3 kinase pi3k mtor protein kinase b akt or dual pi3k / mtor complex creb regulated transcription coactivator torc 1 / torc2 inhibitors will be prohibited                                                                                                                                                        ",1
"18","",NA,"poly adp ribose polymerase parp inhibitor therapy is allowed patients with ovarian cancer and a brca mutation should have had prior treatment with olaparib per guidelines for standard of care treatment                                                                                                                                                         ",1
"20","",NA,"parp inhibitor therapy including but not limited to abt 888 olaparib rucaparib and talazoparib bmn637                                                                                                                                                                    ",1
"27","",NA,"/ concurrent therapy criteria patients must not have received prior docetaxel patients must not have received therapy with a drug known to be either a mitogen activated protein kinase mek inhibitor or a phosphatidylinositol 3 kinase pi3k / v akt murine thymoma viral oncogene homolog 1 akt / mammalian target of rapamycin mtor pathway inhibitor                                                                                                                                 ",1
"30","",NA,"therapy with any phosphatidylinositol 3 kinase pi3k / v akt murine thymoma viral oncogene homolog 1 akt / mammalian target of rapamycin mtor pathway inhibitor                                                                                                                                                           ",1
"31","",NA,"to entering the study                                                                                                                                                                    ",1
"32","",NA,"therapy with selumetinib or another specific mitogen activated protein kinase kinase mek inhibitor is not permitted                                                                                                                                                                        ",1
"33","",NA,"therapeutic regimens patients who have been treated with prior vegf pathway or ret inhibitors except xl184 may be eligible                                                                                                                                                 ",1
"36","",NA,"inhibitor of vascular endothelial growth factor vegf signaling inhibitor or a poly adenosine diphosphate ribose polymerase parp inhibitor administered                                                                                                                                                                ",1
"37","",NA,"mtor inhibitor due to toxicity                                                                                                                                                                             ",1
"38","",NA,"treatment with dasatinib or any bcr abl1 inhibitor other than imatinib                                                                                                                                                                             ",1
"39","",NA,"treatment with any pi3k inhibitor or lenalidomide                                                                                                                                                                            ",1
"42","",NA,"exposure to any agent with a parp inhibitor e . g . veliparib olaparib rucaparib niraparib talazoparib bmn 673 as its primary pharmacology                                                                                                                                                            ",1
"43","",NA,"systemic therapy with a mek inhibitor                                                                                                                                                                                  ",1
"47","",NA,"hsp90 inhibitor therapy                                                                                                                                                                                ",1
"50","",NA,"therapy with at13387 or another hsp90 inhibitor                                                                                                                                                                                 ",1
"51","",NA,"treatment with a hsp90 inhibitor                                                                                                                                                                                   ",1
"52","",NA,"ppi must be discontinued at least one week before receiving mln0128 tak 228                                                                                                                                                                ",1
