"","Blank 1","Frequency","Blank 2","Frequency"
"39","patients cannot have active central nervous system or meningeal involvement by lymphoma patients with a history of central nervous system cns or meningeal involvement must be in a documented remission by cerebrospinal fluid csf evaluation and contrast enhanced mri mri imaging for at least 91 days prior to registration evidence of myelodysplasia or cytogenetic abnormality indicative of myelodysplasia on any bone marrow biopsy prior to initiation of therapy a known bleeding diathesis requirement for warfarin or similar vitamin k antagonists these drugs are prohibited 28 days prior to the first treatment and throughout the trial history of stroke or intracranial hemorrhage = < 6 months before treatment currently active clinically significant hepatic impairment child pugh class b or c according to the child pugh classification history of allergic reaction attributed to compounds of similar chemical or biologic composition to ibrutinib or other agents used in study serologic status reflecting active hbv or c infection patients that are positive for hbv core antibody hbv surface antigen hbsag or",1,"both reactive anti hcv hcv antibody and detectable hcv rna and hbv hbv surface antigen hbsag positive and anti hbv core hbc total positive may be enrolled provided their total bilirubin = < 1 . 5 x institutional upper limit of normal uln ast sgot / alt sgpt = < 2 . 5 x institutional upper limit of normal                                                                                                                                                                                                                                                                                      ",1
"40","participants who are",1,"ribonucleic acid hcv antibody indicating acute or chronic infection patients with a positive hcv antibody with a negative viral load are allowed                                                                                                                                                                                                                                                                                                               ",1
"41","patients who have",1,"positive hbv serology indicative of previous immunization i . e . hbv surface antigen hbsab positive and hbv core antibody hbcab negative or a fully resolved acute hbv infection is not an exclusion criterion positive hcv serology is an exclusion criterionnote hiv positive patients are excluded from the study                                                                                                                                                                                                                                                                                          ",1
"42","patients must not have a known positive test for hbv surface antigen hbv sag or",1,"infection patients with past or resolved hbv infection defined as having a negative hbv surface antigen hbsag test and a positive anti hbc antibody to hbv core antigen antibody test are eligible patients positive for hcv hcv antibody are eligible only if polymerase chain reaction pcr is negative for hcv rna                                                                                                                                                                                                                                                                                      ",1
"43","documented hiv active bacterial infections active or chronic hbv",1,"hcv antibody are eligible only if pcr is negative for hcv rna                                                                                                                                                                                                                                                                                   ",1
"44","known clinically significant liver disease including active viral alcoholic or other hepatitis cirrhosis fatty liver and inherited liver disease . patients with past or resolved hbv infection defined as having a negative hbv surface antigen hbsag test and a positive anti hbc antibody to hbv core antigen antibody test are eligible patients positive for",1,"hcv viral load these patients are excluded                                                                                                                                                                                                                                                                                                     ",1
"46","patients must not have active hbv chronic or acute or active",1,"patients with a past or resolved hbv infection defined as the presence of hbv core antibody anti hbc and absence of hbsag are eligible patients positive for hcv hcv antibody are eligible only if polymerase chain reaction is negative for hcv ribonucleic acid rna negative serologies documented over the past year are sufficient evidence of this                                                                                                                                                                                                                                                                               ",1
"48","patients with known clinically significant liver disease have previously tested positive including active viral alcoholic or other hepatitis cirrhosis fatty liver and inherited liver disease patients with past or resolved hbv infection defined as having a negative hbv surface antigen hbsag test and a positive anti hbc antibody to hbv core antigen antibody test are eligible patients positive for",1,"ribonucleic acid hcv antibody indicating acute or chronic infection might be enrolled if the viral load by polymerase chain reaction pcr is undetectable with / without active treatment                                                                                                                                                                                                                                                                                                           ",1
"49","history of any chronic hepatitis including alcoholic non alcoholic steatohepatitis nash drug related autoimmune chronic viral positive tests for hbv surface antigen hbsag hbv core antibody anti hbc in the absence of hbv surface antibody anti hbs or a positive",1,"ribonucleic acid hcv antibody indicating current acute or chronic infection patients with a positive hcv antibody with a negative viral load are allowed                                                                                                                                                                                                                                                                                                           ",1
"51","active infection including hbv known positive hbv hbv surface antigen hbsag result or",1,"infection may be eligible providing they have viral load < 800 000 iu / l within 28 days prior to registration                                                                                                                                                                                                                                                                                                                          ",1
"53","patients with a known positive test for hbv surface antigen hbv sag or",1,"or hiv will be excluded patients with hiv who have adequate cluster of differentiation cd 4 count not requiring antiretroviral medication will not be excluded                                                                                                                                                                                                                                                                                                    ",1
"54","patients must not have known hiv or a known positive test for hbv surface antigen hbv sag or",1,"infection                                                                                                                                                                                                                                                                                                                                         ",1
"57","patients with known chronic hiv hbv or",1,"serology is an exclusion criterion                                                                                                                                                                                                                                                                                                                                             ",1
"59","documented hiv active bacterial infections active or chronic hbv or",1,"hcv ribonucleic acid rna are not eligible to participate testing for hbv or other infections for eligibility will be performed only if clinically indicated                                                                                                                                                                                                                                         ",1
"60","a positive",1,"based on hcv hcv antibody confirmed hcv rna liver disease with history of positive serology note patients with a prior history of hcv that has been successfully eradicated with antiviral therapy are eligible known hbv surface antigen positivity previous hypersensitivity to any of the components of the study treatment prior history of erythema multiforme with thalidomide or lenalidomide treatment                                                                                                                                                                                ",1
"61","tumor biopsy sequencing patients with uncontrolled intercurrent illness including but not limited to psychiatric illness / social situations that would limit compliance with study requirements symptomatic congestive heart failure unstable angina pectoris cardiac arrhythmia myocardial infarction in the past 6 months invasive fungal infections or active acute or chronic or uncontrolled severe infection liver disease such as cirrhosis decompensated liver disease and active and chronic hepatitis i . e . quantifiable hbv hbv dna and / or positive hbv surface antigen hbsag quantifiable",1,"serology or active hbv infection                                                                                                                                                                                                                                                                                                                                              ",1
"62","patients cannot have central nerve system involvement primary refractory multiple myeloma where primary refractory multiple myeloma is defined as disease that is nonresponsive ï patients who have never achieved a minimal response mr or better ï with any therapy over the course of their disease it includes patients who never achieve mr or better in whom there is no significant change in m protein and no evidence of clinical progression as well as patients who meet criteria for true progressive disease pd primary or secondary plasma cell leukemia light chain al amyloidosis or polyneuropathy organomegaly endocrinopathy monoclonal gammopathy and skin changes poems syndrome known active",1,"infection are not to be enrolled in the study                                                                                                                                                                                                                                                                                                                            ",1
"63","positive",1,"are not eligible regardless of concomitant antiretroviral therapy or current viral load                                                                                                                                                                                                                                                                                                                                   ",1
"64","patients with chronic hiv hbv or",1,"infection defined as presence of hcv hep c ribonucleic acid rna and / or known hiv seropositive                                                                                                                                                                                                                                                                                                     ",1
"65","patients with known history of hbv surface antigen positive or known history or suspected active",1,"are eligible if they have been definitively treated for 6 months have no detectable viral load on quantitative pcr and liver function tests lfts meet eligibility requirements                                                                                                                                                                                                                                                                                                                 ",1
"67","patients must not have a known history of active hbv infection defined as presence of hbv surface antigen hep b sag and / or hep b deoxyribonucleic acid dna active",1,"with abnormal liver function tests                                                                                                                                                                                                                                                                                                                                            ",1
"68","patients with treated hepatitis virus infections hbv or",1,"can be defined as hcv antibody ab positive presence of hcv hcv ribonucleic acid rna known active pulmonary disease with hypoxia defined as oxygen saturation < 85 on room air or oxygen saturation < 88 despite supplemental oxygen                                                                                                                                                                              ",1
"69","active hbv or",1,"with undetectable ribonucleic acid rna levels and no evidence of liver damage enrollment may be considered and should discuss first with studyï s principal investigator                                                                                                                                                                                                                                                                                                 ",1
"70","no history of the following active known or suspected autoimmune disease patients with hiv are eligible if the lymphocytes > = 350 cluster of differentiation cd 4 cells and no detectable viral load symptomatic untreated or uncontrolled brain metastases present active autoimmune colitis autoimmune panhypopituitarism autoimmune adrenal insufficiency known active hbv or c hbv can be defined as hbv surface antigen hbsag > = 6 months serum hbv hbv deoxyribonucleic acid dna 20 000 iu / ml 105 copies / ml lower values 2 000 20 000 iu / ml 104 105 copies / ml are often seen in hbv e antigen hbeag negative chronic hbv persistent or intermittent elevation in alanine aminotransferase alt / alanine aminotransferase levels liver biopsy showing chronic hepatitis with moderate or severe necroinflammation",1,"infection that is untreated and / or with a detectable viral load                                                                                                                                                                                                                                                                                                                             ",1
"71","evidence of active infection by hbv and / or c for patients with hbv treated with anti virals to undetectable viral load and for patients with",1,"infection or known history of tuberculosis                                                                                                                                                                                                                                                                                                                                        ",1
"72","patients must not have a known history of hiv hbv or",1,"e . g . hcv hcv ribonucleic acid rna qualitative is detected note patients who have been curatively treated for hcv and have no detectable viral load are eligible active autoimmune disease that has required systemic treatment in the past 2 years i . e . with use of disease modifying agents corticosteroids or immunosuppressive drugs replacement therapy e . g . thyroxine insulin or physiologic corticosteroid replacement therapy for adrenal or pituitary insufficiency etc . is not considered a form of systemic treatment",1
"73","known history of hiv hbv or",1,"or hiv will be excluded patients with hiv who have adequate cd4 count not requiring antiretroviral medication may be enrolled                                                                                                                                                                                                                                                                                                         ",1
"74","severe active co morbidity defined as follows unstable angina and / or congestive heart failure requiring hospitalization within 6 months prior to registration transmural myocardial infarction within 6 months prior to registration acute bacterial or fungal infection requiring intravenous antibiotics at the time of registration note if the infection resolves and the patient is on oral p . o . and still within the required registration timeframe then the patient is eligible chronic obstructive pulmonary disease exacerbation or other respiratory illness requiring hospitalization or precluding study therapy at the time of registration idiopathic pulmonary fibrosis or other severe interstitial lung disease that requires oxygen therapy or is thought to require oxygen therapy within 1 year prior to registration history of non infectious pneumonitis that required steroids or current pneumonitis acquired immune deficiency syndrome aids based upon current center for disease control and prevention cdc definition note hiv testing is not required for entry into this protocol the need to exclude patients with aids from this protocol is necessary because the cisplatin and imrt involved in this protocol may be significantly immunosuppressive patients with known hiv cd4 counts > = 250 / ul and undetectable viral loads who are stable on an antiretroviral regimen may be included a diagnosis of immunodeficiency or is receiving systemic steroid therapy or any other form of immunosuppressive therapy within 7 days prior to the first dose of the mk 3475 pembrolizumab known history of active tb bacillus tuberculosis known active hbv e . g . hbv surface antigen hbsag reactive or",1,"infection patients with a history of hbv or hcv who are deemed cured and no longer require treatment may be allowed to enroll after consultation with the respective specialist and the study pi                                                                                                                                                                                                                                                                                                            ",1
"76","patients with known active hiv hbv or",1,"can be defined as hcv antibody ab positive and presence of hcv hcv rna                                                                                                                                                                                                                                                      ",1
"77","no known active hbv or c active hbv can be defined as hbv surface antigen hbsag detectable for > = 6 months serum hbv hbv dna 20 000 iu / ml 105 copies / ml lower values 2 000 20 000 iu / ml 104 105 copies / ml are often seen in hbv e antigen hbeag negative chronic hbv persistent or intermittent elevation in alt / ast levels liver biopsy showing chronic hepatitis with moderate or severe necroinflammation active",1,"hiv the use of physiologic doses of corticosteroids may be approved after consultation with the study chair                                                                                                                                                                                                                                                                                                                           ",1
"79","patients must not have known history of hbv",1,"infection are ineligible                                                                                                                                                                                                                                                                                                                                         ",1
"81","patients with other viral infections are ineligible known to have acute or chronic active hbv or",1,"",NA
"82","patients with known acute or chronic hbv or",1,"",NA
