"","Blank 1","Frequency","Blank 2","Frequency"
"24","",NA,"compounds of similar chemical or biologic composition to temozolomide or azd1775 mk 1775 are ineligible the azd1775 mk 1775 investigator brochure and the temozolomide package insert can be referenced for more information    ",1
"25","",NA,"compounds of similar chemical or biologic composition to trc102 or tmz                            ",1
"26","",NA,"compounds of similar chemical or biologic composition to xl184                              ",1
"27","",NA,"compounds of similar chemical or biologic composition to cyt107                              ",1
"30","",NA,"compounds of similar chemical or biologic composition to belinostat including hydroxamate compounds or arginine                       ",1
"31","",NA,"compounds of similar chemical or biologic composition to navitoclax dabrafenib or trametinib or excipients or to dimethyl sulfoxide dmso                    ",1
"32","",NA,"compounds of similar chemical or biologic composition to azd 1775 mk 1775 or gemcitabine                         ",1
"33","",NA,"compounds of similar chemical or biologic composition to study drugs                             ",1
"35","",NA,"compounds of similar chemical or biologic composition to study drugs patients who have previously received either clofarabine or bortezomib will be excluded                 ",1
"36","",NA,"compounds of similar chemical or biologic composition to gemcitabine gemcitabine hydrochloride or cisplatin                           ",1
"37","",NA,"compounds of similar chemical or biologic composition to mln0128 tak 228 are ineligible                       ",1
"38","",NA,"compounds of similar chemical or biologic composition to navitoclax or sorafenib                            ",1
"39","",NA,"compounds of similar chemical or biologic composition to mln0128 tak 228 or ziv aflibercept                         ",1
"40","",NA,"compounds of similar chemical or biologic composition to mln0128 or bevacizumab                            ",1
"41","",NA,"compounds of similar chemical or biologic composition to cabozantinib                              ",1
"42","",NA,"compounds of similar chemical or biologic composition to mk 3475 and ziv aflibercept                          ",1
"43","",NA,"compounds of similar chemical or biologic composition to afatinib and / or cetuximab                     ",1
"44","",NA,"compounds of similar chemical or biologic composition to gdc 0449                             ",1
"45","",NA,"compounds of similar chemical or biologic composition to trc102 or pemetrexed and cisplatin                          ",1
"46","",NA,"compounds of similar chemical or biologic composition to azd1775 or belinostat                            ",1
"47","",NA,"other monoclonal antibodies                                     ",1
"48","",NA,"compounds of similar chemical or biochemical composition to cisplatin carboplatin etoposide temozolomide or capecitabine                    ",1
"49","",NA,"compounds of similar chemical or biologic composition entinostat nivolumab or ipilimumab history of severe hypersensitivity reaction to any monoclonal antibody               ",1
"50","",NA,"compounds of similar chemical or biologic composition to at13387 or paclitaxel                          ",1
"51","",NA,"compounds of similar chemical or biologic composition to onalespib or at7519m                            ",1
"54","",NA,"compounds of similar chemical or biologic composition to medi 570 or history of anaphylaxis to any biological component                     ",1
"55","",NA,"compounds of similar chemical or biologic composition to methoxyamine or to pemetrexed or cisplatin                         ",1
"56","",NA,"compounds of similar chemical or biologic composition to erlotinib and / or onalespib                          ",1
"57","",NA,"compounds of similar chemical or biologic composition to vx 970 cisplatin or gemcitabine                          ",1
"58","",NA,"compounds of similar chemical or biologic composition to m6620 vx 970 or cisplatin                          ",1
"59","",NA,"compounds of similar chemical or biologic composition to at13387 onalespib                             ",1
"60","",NA,"compounds of similar chemical or biologic composition to ibrutinib difficulty breathing lip swelling itching or rash                       ",1
"61","",NA,"compounds of similar chemical or biologic composition to vx 970                             ",1
"62","",NA,"compounds of similar chemical or biologic composition to mk 3475 pembrolizumab                            ",1
"63","",NA,"compounds of similar chemical or biologic composition to triapine or cisplatin                            ",1
"64","",NA,"compounds of similar chemical or biologic composition to m6620 vx 970 or gemcitabine                          ",1
"65","",NA,"compounds of similar chemical or biologic composition to vx 970 or irinotecan                           ",1
"66","",NA,"compounds of similar chemical or biologic composition to vx 970 carboplatin gemcitabine or to these specific compounds                      ",1
"67","",NA,"compounds of similar chemical or biologic composition to veliparib and mm 398 if patients have a history of allergic reaction to compounds resembling mm 398 they will be excluded from participating in the fmx mri study if applicable ",1
"68","",NA,"compounds of similar chemical or biologic composition to nelfinavir                              ",1
"69","",NA,"compounds of similar chemical or biologic composition to ly2606368 or to its formulation are not eligible                    ",1
"70","",NA,"compounds of similar chemical or biologic composition to nivolumab ipilimumab or blinatumomab                           ",1
"71","",NA,"compounds of similar chemical or biologic composition to tremelimumab and medi4736 or previous toxicity attributed to medi4736 or other pd 1 or pd l1 directed therapy that led to drug discontinuation        ",1
"72","",NA,"compounds of similar composition including macrolide and ketolide antibiotics temsirolimus / other mtor inhibitors temozolomide or irinotecan are not eligible                ",1
"73","",NA,"compounds of similar chemical or biologic composition to bevacizumab or atezolizumab                            ",1
"74","",NA,"compounds of similar chemical or biologic composition to azd9291 osimertinib or bevacizumab                           ",1
"75","",NA,"compounds of similar chemical or biologic composition to bal101553 are ineligible                         ",1
"76","",NA,"compounds of similar chemical or biologic composition to pt2385 are ineligible                         ",1
"77","",NA,"compounds of similar chemical or biologic composition to olaparib and atezolizumab patients with a known hypersensitivity to olaparib or any of the excipients of the product             ",1
"78","",NA,"compounds of similar chemical or biologic composition to olaparib cediranib carboplatin cisplatin or etoposide                         ",1
"79","",NA,"compounds of similar chemical or biologic composition to olaparib and at13387 used in study                         ",1
"80","",NA,"compounds of similar chemical or biologic composition to olaparib cediranib or bevacizumab                           ",1
