"","Blank 1","Frequency","Blank 2","Frequency"
"142","no patients that are known to be",1,"or breast feed a child during treatment on this protocol men must practice complete abstinence or agree to use a condom during sexual contact with a female of childbearing potential even if they have had a successful vasectomy note all participants must be counseled at a minimum of every 28 days about pregnancy precautions and risks of fetal exposure                                                                                                                                                                                                                               ",2
"145","step i the following patients will be excluded",1,"women are excluded from this study breastfeeding should be discontinued if the mother is treated with abt 888                                                                                                                                                                                                                                                                                                                                                                                                               ",1
"146","step ii the following patients will be excluded",1,"women are excluded from this study breastfeeding should be discontinued if the mother is treated with abt 888 these potential risks may also apply to other agents used in this study                                                                                                                                                                                                                                                                                                                                                                                                  ",1
"149","study drug must not be administered to",1,"women are excluded from this study breastfeeding should be discontinued if the mother is treated with abt 888 and sch727965                                                                                                                                                                                                                                                                                                                                                                                                             ",1
"154","fcbp must have a negative serum pregnancy test within 7 days prior to initiation of treatment women will be considered not of childbearing potential if they are surgically sterile bilateral oophorectomy or hysterectomy and / or post menopausal amenorrheic for at least 12 months should a woman become",1,"women are excluded from this study breastfeeding should be discontinued if the mother is treated with vorinostat                                                                                                                                                                                                                                                                                                                                                                                                                ",1
"156","fcbp must have a negative urine pregnancy test within 7 days prior to initiation of treatment women will be considered not of childbearing potential if they are surgically sterile bilateral oophorectomy or hysterectomy and / or post menopausal amenorrheic for at least 12 months should a woman become",1,"women are excluded from this study breastfeeding should be discontinued if the mother is treated with veliparib this may also apply to other agents used in this study                                                                                                                                                                                                                                                                                                                                                                                                     ",1
"159","fcbp and male patients should use effective contraception during treatment with mm 398 and for 90 days following the final dose of veliparib and mm 398 for both female and male patients should a woman become",1,"women are excluded from this study breastfeeding should be discontinued if the mother is treated with this drug                                                                                                                                                                                                                                                                                                                                                                                                               ",1
"175","clinical / laboratory criteria patients must not be",1,"women are excluded from this study breastfeeding should be discontinued if the mother is treated with mln8237                                                                                                                                                                                                                                                                                                                                                                                                                ",1
"177","fcbp must have a negative urine or serum pregnancy test within 28 days prior to registration women / men of reproductive potential must have agreed to use an effective contraceptive method for the course of the study through 120 days after the last dose of study medication should a woman become",1,"women are excluded from this study breastfeeding should be discontinued if the mother is treated with azd1775 mk 1775                                                                                                                                                                                                                                                                                                                                                                                                              ",1
"178","fcbp must have negative serum or urine pregnancy test 7 days prior to registration and agree to use birth control throughout study and for 23 weeks after completion of protocol therapy patients must not be",1,"women are excluded from this study breastfeeding should be discontinued if the mother is treated with xl184                                                                                                                                                                                                                                                                                                                                                                                                                ",1
"179","fcbp must have a negative urine or serum pregnancy test within 28 day prior to registration women / men of reproductive potential must have agreed to use an effective contraceptive method for the course of the study through 120 days after the last dose of study medication should a woman become",1,"women are excluded from this study breastfeeding should be discontinued if the mother is treated with mln8237 and / or romidepsin                                                                                                                                                                                                                                                                                                                                                                                                            ",1
"183","female participants must have a negative pregnancy test within 1 week of enrollment and all participants must agree to use two reliable methods of contraception simultaneously if conception is possible during the study and for 6 months after stopping treatment should a woman subject become",1,"women are excluded from this study breastfeeding should be discontinued if the mother is treated with azd2171                                                                                                                                                                                                                                                                                                                                                                                                                ",1
"184","women of child bearing potential must agree to use adequate contraception prior to study entry and for the duration of study participation should a woman become",1,"women are excluded from this study breastfeeding should be discontinued if the mother is treated with belinostat                                                                                                                                                                                                                                                                                                                                                                                                                ",1
"186","fcbp fcbp and sexually active males must either abstain from sexual intercourse for the duration of their participation in the study or agree to use both double barrier contraception and birth control pills or implants for at least one week prior to the start of the study drug and continuing for 5 months after the last dose of study drug for female patients and for 7 months after the last dose of study drug for male patients who are sexually active with fcbp should a woman become",1,"women are excluded from this study breastfeeding should be discontinued if the mother is treated with dabrafenib                                                                                                                                                                                                                                                                                                                                                                                                                ",1
"187","randomized phase ii arms k and l fcbp fcbp and sexually active males must either abstain from sexual intercourse for the duration of their participation in the study or agree to use both double barrier contraception and birth control pills or implants for at least one week prior to the start of the study drug and continuing for 5 months after the last dose of study drug for female patients and for 7 months after the last dose of study drug for male patients who are sexually active with fcbp should a woman become",1,"women are excluded from this study breastfeeding should be discontinued if the mother is treated with alt 803                                                                                                                                                                                                                                                                                                                                                                                                               ",1
"188","women of child bearing potential fcbp may be included only if acceptable contraception is in place for two weeks before study entry for the duration of the treatment with the study drug and for 2 months after the last dose of azd1775 male patients who are involved in the study must agree to avoid procreative and unprotected sex i . e . by using acceptable forms of contraception and must not donate sperm during the study and for 3 months after the last dose of azd1775 where the female partner is",1,"women are excluded from this study breastfeeding should be discontinued if the mother is treated with the study drugs                                                                                                                                                                                                                                                                                                                                                                                                              ",1
"190","men who have a female partner of childbearing potential must be willing to use 2 highly effective forms of contraception throughout protocol therapy and for at least an additional 3 months after the last dose of protocol specified therapy men who have a",1,"women are excluded from this study breastfeeding should be discontinued if the mother is treated with pomalidomide                                                                                                                                                                                                                                                                                                                                                                                                                ",1
"191","women of child bearing potential and men with a female partner of child bearing potential must agree to use adequate contraception using one of the methods listed below prior to study entry for the duration of study participation and up to 4 months following completion of therapy total abstinence from sexual intercourse minimum one complete menstrual cycle prior to study drug administration vasectomized male subject or vasectomized partner of female subjects hormonal contraceptives oral parenteral transdermal or vaginal ring for at least 3 months prior to study drug administration if the subject is currently using a hormonal contraceptive she should also use a barrier method during this study and for 1 month after study completion intrauterine device iud double barrier method male condom plus diaphragm or vaginal cap with spermicide contraceptive sponge jellies or creams men with a female partner of childbearing potential must have either had a prior vasectomy or agree to use effective contraception additionally male subjects including those who are vasectomized whose partners are",1,"women are excluded from this study breastfeeding should be discontinued prior to the mother being treated with the study drugs                                                                                                                                                                                                                                                                                                                                                                                                             ",1
"192","fcbp i . e . patients whose reproductive organs remain in place and who have not passed menopause and men must agree to use a highly effective method of contraception e . g . hormonal intrauterine device or abstinence prior to study entry during the study participation and for six months after the last dose of the drug women of child bearing potential must have a negative pregnancy test within 14 days prior to randomization cannot be breast feeding and must agree to use a highly effective form of contraception throughout the treatment period and for 6 months after the last dose of study treatment should a woman become",1,"women are excluded from this study breastfeeding should be discontinued if the mother is treated with this agent                                                                                                                                                                                                                                                                                                                                                                                                               ",1
"194","fcbp must have a negative serum pregnancy test prior to study entry fcbp and men must agree to practice 1 highly effective method of contraception and 1 additional effective barrier method at the same time prior to study entry for the duration of study participation and through 90 days or longer as mandated by local labeling e . g . uspi smpc etc . after the last dose of study drug should a woman become",1,"women are excluded from this study breastfeeding should be discontinued if the mother is treated with mln0128 tak 228 and ziv aflibercept                                                                                                                                                                                                                                                                                                                                                                                                           ",1
"196","women of child bearing potential must have a negative serum or urine pregnancy test within 7 days unless prior hysterectomy or menopause defined as 12 consecutive months without menstrual activity patients should not become",1,"or nursing women breastfeeding should be discontinued if the mother is treated with mln0128                                                                                                                                                                                                                                                                                                                                                                                                                   ",1
"197","men and non",1,"women are excluded from this study breastfeeding should be discontinued if the mother is treated with terameprocol                                                                                                                                                                                                                                                                                                                                                                                                                ",1
"198","women of child bearing potential and men must use two forms of contraception i . e . barrier contraception and one other method of contraception at least 4 weeks prior to study entry for the duration of study participation and for at least 24 months post treatment should a woman become",1,"women are excluded from this study breastfeeding should be discontinued if the mother is treated with talazoparib bmn 673                                                                                                                                                                                                                                                                                                                                                                                                              ",1
"199","women of childbearing age should avoid becoming",1,"women are excluded from this study breastfeeding should be discontinued if the mother is treated with gdc 0449                                                                                                                                                                                                                                                                                                                                                                                                               ",1
"200","women of child bearing potential and men must agree to use adequate contraception hormonal or barrier method of birth control abstinence prior to study entry for the duration of study participation and 4 months after completion of the study drugs should a woman become",1,"and breastfeeding women are excluded from this study breastfeeding should be discontinued if the mother is treated with mln0128 tak 228                                                                                                                                                                                                                                                                                                                                                                                                            ",1
"201","women of child bearing potential and men must agree to practice 1 highly effective method of contraception and 1 additional effective barrier method at the same time prior to study through 90 days or longer as mandated by local labeling eg uspi smpc etc after the last dose of study drug should a woman become",1,"women are excluded from this study breastfeeding should be discontinued if the mother is treated with trc102                                                                                                                                                                                                                                                                                                                                                                                                                ",1
"202","patient is currently",1,"women are excluded from this study breastfeeding should be discontinued if the mother is treated with nt i7                                                                                                                                                                                                                                                                                                                                                                                                               ",1
"203","negative serum pregnancy test result note women of child bearing potential and men must agree to use 1 highly effective method of contraception and 1 additional effective barrier method at the same time from the time of signing the informed consent through 90 days or longer as mandated by local labeling e . g . united states product insert uspi summary of product characteristics smpc etc after the last does of study drug should a woman become",1,"women are excluded from this study breastfeeding should be discontinued if the mother is treated with mln0128                                                                                                                                                                                                                                                                                                                                                                                                                ",1
"204","women of child bearing potential and men must agree to use adequate contraception using one of the methods listed below prior to study entry for the duration of study participation and for 3 months for women and 6 months for men following the date of the last dose of azd9291 and / or necitumumab total abstinence from sexual intercourse minimum one complete menstrual cycle prior to study drug administration vasectomized male subject or vasectomized partner of female subjects hormonal contraceptives oral parenteral transdermal or vaginal ring prior to study drug administration if the subject is currently using a hormonal contraceptive she should also use a barrier method during this study and for 3 months after study completion intrauterine device iud double barrier method male condom plus diaphragm or vaginal cap with spermicide contraceptive sponge jellies or creams additionally male subjects including those who are vasectomized whose partners are",1,"women are excluded from this study breastfeeding should be discontinued if the mother is treated with at13387 and paclitaxel                                                                                                                                                                                                                                                                                                                                                                                                              ",1
"205","women of child bearing potential and men must agree to use adequate contraception using one of the methods listed below prior to study entry for the duration of study participation and for 3 months for women and 6 months for men following the date of the last dose of azd9291 and / or navitoclax total abstinence from sexual intercourse minimum one complete menstrual cycle prior to study drug administration vasectomized male subject or vasectomized partner of female subjects hormonal contraceptives oral parenteral transdermal or vaginal ring for at least 3 months prior to study drug administration if the subject is currently using a hormonal contraceptive she should also use a barrier method during this study and for 3 months after study completion intrauterine device iud double barrier method male condom plus diaphragm or vaginal cap with spermicide contraceptive sponge jellies or creams additionally male subjects including those who are vasectomized whose partners are",1,"women are excluded from this study breastfeeding should be discontinued if the mother is treated with azd9291 and necitumumab                                                                                                                                                                                                                                                                                                                                                                                                              ",1
"206","women of child bearing potential and men must agree to use highly effective contraception for appropriate methods of contraception prior to study entry for the duration of study participation and for at least 5 months 150 days after the last dose of study agent should a woman become",1,"women are excluded from this study breastfeeding should be discontinued if the mother is treated with azd9291 and navitoclax                                                                                                                                                                                                                                                                                                                                                                                                              ",1
"208","women of child bearing potential and men must agree to practice 1 highly effective method of contraception and 1 additional effective barrier method of contraception at the same time from the time of signing the informed consent through 90 days for female patients and 120 day for male patients after the last dose of study drug or agree to completely abstain from heterosexual intercourse should a woman become",1,"women are excluded from this study breastfeeding should be discontinued if the mother is treated with medi 570                                                                                                                                                                                                                                                                                                                                                                                                               ",1
"209","women of child bearing potential and male patients and their partners who are sexually active must agree to use two highly effective forms of contraception in combination for the duration of study participation and for 3 months after completion of olaparib and cediranib administration should a woman become",1,"women are excluded from this study breastfeeding should be discontinued if the mother is treated with methoxyamine                                                                                                                                                                                                                                                                                                                                                                                                                ",1
"211","fertile men should be willing to use barrier contraception during and for 4 months after azd9291 osimertinib and fertile women must agree to use adequate contraceptive measures during and for 6 weeks after azd9291 osimertinib fertile men and women must agree to use adequate contraceptive measures during study therapy and for at least 6 months after the completion of bevacizumab therapy should a woman become",1,"women are excluded from this study breastfeeding should be discontinued if the mother is treated with erlotinib and onalespib                                                                                                                                                                                                                                                                                                                                                                                                              ",1
"212","female subject is",1,"women are excluded from this study breastfeeding should be discontinued if the mother is treated with vx 970 these potential risks may also apply to other agents used in this study                                                                                                                                                                                                                                                                                                                                                                                                  ",1
"213","the study treatment must be excluded in the following patients female subject is",1,"women are excluded from this study breastfeeding should be discontinued if the mother is treated with m6620 vx 970                                                                                                                                                                                                                                                                                                                                                                                                              ",1
"214","fcbp must have a negative serum pregnancy test within 72 hours prior to the first dose of bal101553 fcbp must agree to use highly effective contraceptive methods for the duration of study participation and for an additional 90 days after the last dose of study drug highly effective contraceptive methods include male or female sterilization bilateral tubal occlusion or vasectomy intrauterine device iud combined estrogen and progesterone containing hormonal contraception oral vaginal ring or transdermal patch with an ethinylestradiol dose of at least 30 ug plus use of male condoms preferably with spermicides female condoms a female diaphragm or a cervical cap or total sexual abstinence should a woman become",1,"women are excluded from this study breastfeeding should be discontinued if the mother is treated with at13387 onalespib                                                                                                                                                                                                                                                                                                                                                                                                               ",1
"216","women of child bearing potential and sexually active males must agree to use at least two other accepted and effective methods of contraception and / or to abstain from sexual intercourse for the duration of their participation in the study and for at least 4 weeks after treatment with dabrafenib or for 4 months after dabrafenib in combination with trametinib women of child bearing potential must use at least two other accepted and effective methods of contraception and / or to abstain from sexual intercourse for at least 5 months after the last dose of nivolumab and / or ipilimumab and sexually active males must use at least two other accepted and effective methods of contraception and / or abstain from sexual intercourse for at least 7 months after the last dose of nivolumab and / or ipilimumab should a woman become",1,"women are excluded from this study breastfeeding should be discontinued if the mother is treated with m6620 vx 970 and / or gemcitabine                                                                                                                                                                                                                                                                                                                                                                                                          ",1
"218","quantitative serum b hcg must be negative in girls who are post menarchal males or females of reproductive potential may not participate unless they have agreed to use an effective contraceptive method",1,"women are excluded from this study breastfeeding should be discontinued if the mother is treated with vx 970 these potential risks also apply to the other agents used in this study such as carboplatin and gemcitabine                                                                                                                                                                                                                                                                                                                                                                                             ",1
"235","general exclusion criteria for subprotocols",1,"women are excluded from this study breastfeeding should be discontinued if the mother is treated with any of these agents                                                                                                                                                                                                                                                                                                                                                                                                             ",1
"244","randomized phase ii arms k and l women must not be",1,"women are excluded from this study breastfeeding should be discontinued if the mother is treated with high dose nelfinavir                                                                                                                                                                                                                                                                                                                                                                                                              ",1
"248","eligibility criteria for randomization step 1 women must not be",1,"women are excluded from this study breastfeeding should be discontinued if the mother is treated                                                                                                                                                                                                                                                                                                                                                                                                                  ",1
"251","fcbp must have a negative serum pregnancy test within 2 weeks prior to registration patients that are",1,"women are excluded from this study breastfeeding should be discontinued if the mother is treated with sgi 110                                                                                                                                                                                                                                                                                                                                                                                                               ",1
"260","a female of childbearing potential is a sexually mature female who 1 has not undergone a hysterectomy or bilateral oophorectomy or 2 has not been naturally postmenopausal for at least 24 consecutive months i . e . has had menses at any time in the preceding 24 consecutive months fcbp must have a negative serum or urine pregnancy test with a sensitivity of at least 25 mlu / ml no more than 14 days prior to registration and must agree to repeat this test within 24 hours of starting pomalidomide must either commit to complete abstinence from heterosexual contact or begin two acceptable methods of birth control one highly effective method and one additional effective barrier method at the same time before starting pomalidomide must agree to ongoing pregnancy testing must agree to not become",1,"women are excluded from this study breastfeeding should be discontinued if the mother is treated with dasatinib                                                                                                                                                                                                                                                                                                                                                                                                                ",1
"261","re registration eligibility criteria step 2 fcbp must have a negative serum or urine pregnancy test within 72 hours prior to re registration must either commit to complete abstinence from heterosexual contact or begin two acceptable methods of birth control one highly effective method and one additional effective barrier method at the same time before starting pomalidomide must agree to ongoing pregnancy testing must agree to not become",1,"women are excluded from this study breastfeeding should be discontinued if the mother is treated with selumetinib                                                                                                                                                                                                                                                                                                                                                                                                                ",1
"262","female who is able to become",1,"women are excluded from this study breastfeeding should be discontinued if the mother is treated with nivolumab and ipilimumab these potential risks may also apply to blinatumomab                                                                                                                                                                                                                                                                                                                                                                                                      ",1
"276","women of child bearing potential fcbp must agree to use adequate contraception hormonal or barrier method of birth control abstinence prior to study entry and for the duration of study participation fcbp should use an adequate method to avoid pregnancy for 31 weeks after the last dose of investigational drug fcbp must have a negative serum or urine pregnancy test minimum sensitivity 25 iu / l or equivalent units of hcg hcg within 24 hours prior to the start of nivolumab women must not be breastfeeding women who are not of childbearing potential i . e . who are postmenopausal or surgically sterile do not require contraception fcbp fcbp is defined as any female who has experienced menarche and who has not undergone surgical sterilization hysterectomy or bilateral oophorectomy or who is not postmenopausal menopause is defined clinically as 12 months of amenorrhea in a woman over 45 in the absence of other biological or physiological causes in addition women under the age of 55 must have a documented serum follicle stimulating hormone fsh level less than 40 miu / ml fcbp receiving nivolumab will be instructed to adhere to contraception for a period of 31 weeks after the last dose of investigational product these durations have been calculated using the upper limit of the half life for nivolumab 25 days and are based on the protocol requirement that fcbp use contraception for 5 half lives plus 30 days should a woman become",1,"women are excluded from this study breastfeeding should be discontinued if the mother is treated with medi4736 durvalumab tremelimumab and radiation                                                                                                                                                                                                                                                                                                                                                                                                            ",1
"278","fcbp fcbp and men must agree to use adequate contraception hormonal or barrier method of birth control abstinence prior to study entry and for the duration of study participation fcbp should use an adequate method to avoid pregnancy for 6 months after the last dose of investigational drug fcbp must have a negative serum or urine pregnancy test minimum sensitivity 25 iu / l or equivalent units of human chorionic gonadotropic hcg within 72 hours prior to the start of nivolumab women must not be breastfeeding men who are sexually active with fcbp must use any contraceptive method with a failure rate of less than 1 per year men receiving nivolumab and who are sexually active with fcbp will be instructed to adhere to contraception for a period of 31 weeks after the last dose of investigational product women who are not of childbearing potential i . e . who are postmenopausal or surgically sterile as well as azoospermic men do not require contraception fcbp receiving nivolumab will be instructed to adhere to contraception for a period of 6 months after the last dose of investigational product men receiving nivolumab and who are sexually active with fcbp will be instructed to adhere to contraception for a period of 31 weeks after the last dose of investigational product should a woman become",1,"women are excluded from this study breastfeeding should be discontinued if the mother is treated with ipilimumab                                                                                                                                                                                                                                                                                                                                                                                                                ",1
"280","women of child bearing potential fcbp and men must agree to use adequate contraception hormonal or barrier method of birth control abstinence prior to study entry and for the duration of study participation fcbp should use an adequate method to avoid pregnancy for 23 weeks after the last dose of investigational drug fcbp must have a negative serum or urine pregnancy test minimum sensitivity 25 iu / l or equivalent units of hcg hcg within 24 hours prior to the start of treatment on the study women must not be breastfeeding men who are sexually active with fcbp must use any contraceptive method with a failure rate of less than 1 per year men receiving nivolumab / ipilimumab and blinatumomab and who are sexually active with fcbp will be instructed to adhere to contraception for a period of 31 weeks after the last dose of investigational product women who are not of childbearing potential i . e . who are postmenopausal or surgically sterile as well as azoospermic men do not require contraception note fcbp fcbp is defined as any female who has experienced menarche and who has not undergone surgical sterilization hysterectomy or bilateral oophorectomy or who is not postmenopausal menopause is defined clinically as 12 months of amenorrhea in a woman over 45 in the absence of other biological or physiological causes in addition women under the age of 55 must have a documented serum follicle stimulating hormone fsh level less than 40 miu / ml should a woman become",1,"women are excluded from this study breastfeeding should be discontinued if the mother is treated with atezolizumab and / or bevacizumab                                                                                                                                                                                                                                                                                                                                                                                                            ",1
"281","fcbp fcbp is defined as any female who has experienced menarche and who has not undergone surgical sterilization hysterectomy or bilateral oophorectomy or who is not postmenopausal menopause is defined clinically as 12 months of amenorrhea in a woman over 45 in the absence of other biological or physiological causes fcbp and men must agree to use adequate contraception hormonal or barrier method of birth control abstinence prior to study entry during the study participation and for four months after the last dose of the drug fcbp must have a negative serum pregnancy test within 72 hours prior to enrollment and agree to use effective contraception throughout the treatment period and for 4 months after the last dose of study treatment should a woman become",1,"women are excluded from this study breastfeeding should be discontinued if the mother is treated with bal101553                                                                                                                                                                                                                                                                                                                                                                                                                ",1
"283","the following categories are ineligible",1,"women are excluded from this study breastfeeding should be discontinued if the mother is treated with pt2385                                                                                                                                                                                                                                                                                                                                                                                                                ",1
"288","any of the following nursing women",1,"and / or breastfeeding                                                                                                                                                                                                                                                                                                                                                                                                                          ",1
"290","fcbp must not be known to be",1,"or lactating women                                                                                                                                                                                                                                                                                                                                                                                                                              ",1
"2","",NA,"                                                                                                                                                                                                                                                                                                                                                                                                                               ",1
"3","",NA,"women are eligible to participate in this study                                                                                                                                                                                                                                                                                                                                                                                                                         ",1
"4","",NA,"or breastfeeding are ineligible                                                                                                                                                                                                                                                                                                                                                                                                                          ",1
"5","",NA,"and breastfeeding women are excluded from this study                                                                                                                                                                                                                                                                                                                                                                                                                         ",1
"6","",NA,"or breastfeeding women                                                                                                                                                                                                                                                                                                                                                                                                                              ",1
"7","",NA,"women are excluded breastfeeding should be discontinued prior to the first dose of study drug and women should refrain from nursing throughout the treatment period and for 3 months following the last dose of study drug                                                                                                                                                                                                                                                                                                                                                                                             ",1
"8","",NA,"or breastfeeding or expecting to conceive or father children within the projected duration of the trial starting with the pre screening or screening visit through 120 days after the last dose of trial treatment pregnant women are excluded from this study breastfeeding should be discontinued if the mother is treated with mk 3475                                                                                                                                                                                                                                                                                                                                                                           ",1
"9","",NA,"women are excluded from this study breastfeeding should be discontinued prior to treatment with dabrafenib / trametinib                                                                                                                                                                                                                                                                                                                                                                                                                ",1
"10","",NA,"or nursing with negative serum pregnancy test pregnant women are excluded from this study breastfeeding should be discontinued timeline within 3 weeks prior to enrollment                                                                                                                                                                                                                                                                                                                                                                                                       ",1
"11","",NA,"women                                                                                                                                                                                                                                                                                                                                                                                                                                ",1
"12","",NA,"women are excluded from this study breastfeeding should be discontinued if the mother is treated with cediranib and olaparib                                                                                                                                                                                                                                                                                                                                                                                                              ",1
"13","",NA,"women are excluded from this study breastfeeding should be discontinued if the mother is treated with olaparib and atezolizumab                                                                                                                                                                                                                                                                                                                                                                                                              ",1
"14","",NA,"women are excluded from this study breastfeeding should be discontinued if the mother is treated with olaparib or cediranib                                                                                                                                                                                                                                                                                                                                                                                                              ",1
"15","",NA,"women are excluded from this study breastfeeding should be discontinued if the mother is treated with olaparib or at13387                                                                                                                                                                                                                                                                                                                                                                                                              ",1
"16","",NA,"women are excluded breastfeeding should be discontinued if the mother is treated with cediranib and olaparib                                                                                                                                                                                                                                                                                                                                                                                                                 ",1
