"","Blank 1","Frequency","Blank 2","Frequency"
"29","must have completed",1,"within 4 weeks 6 weeks for nitrosoureas or mitomycin c or targeted therapies within 2 weeks prior to entering the study or those who have not recovered = < grade 1 from adverse events due to agents administered with the exception of any grade of alopecia                                                                                                                                                               ",1
"30","patients must not have received prior chemotherapy",1,"local treatment including topical fluorouracil 5 fu biological therapy or investigational therapy within 4 weeks 6 weeks for nitrosoureas or mitomycin c prior to entering the study or those who have not recovered from adverse events due to agents administered more than 4 weeks earlier                                                                                                                                                           ",1
"32","patients who have had prior to entering the study major surgery and biologic / antibody therapies including immunotherapies are not permitted within 4 weeks of romidepsin administration anti cancer therapy including chemotherapy",1,"within 4 weeks 6 weeks for nitrosoureas or mitomycin c prior to entering the study or those who have not recovered from adverse events due to agents administered more than 4 weeks earlier patients who have had targeted therapy will be required to wait 2 weeks due to short half life of the drugs treatment with bisphosphonates is permitted                                                                                                                                                  ",1
"33","patients may have received prior",1,"within 2 weeks prior to entering the study or those who have not recovered from adverse events from prior treatments                                                                                                                                                                                         ",1
"35","patients must have received prior therapy other than surgery and must have fully recovered from the acute toxic effects of all prior chemotherapy immunotherapy biologic therapy or",1,"= < 4 weeks prior to entering the study or those who have not recovered from adverse events due to agents administered more than 4 weeks earlier treatment with glucocorticoids hydroxyurea and tyrosine kinase inhibitors is allowed up to 24 hour prior to initiation of therapy                                                                                                                                                               ",1
"36","participants must have known hiv infection and histologically confirmed solid malignancy that is metastatic or unresectable and for which standard curative or palliative measures do not exist or are no longer effective any number of prior cancer therapies will be permitted at least 4 weeks must have elapsed since prior chemotherapy or biological therapy 6 weeks if the regimen included carmustine bcnu or mitomycin c prior radiation therapy to the thoracic cavity abdomen or pelvis must be completed at least 3 months prior to registration",1,"within 4 weeks prior to entering the study or those who have not recovered from adverse events due to agents administered more than 4 weeks earlier                                                                                                                                                                                   ",1
"37","patients who relapse on frontline therapy in phases other than maintenance must have fully recovered from the acute toxic effects of all prior chemotherapy immunotherapy or",1,"within 4 weeks 6 weeks for nitrosoureas or mitomycin c prior to entering the study or those who have not recovered from adverse events due to agents administered more than 4 weeks earlier steroids for symptom palliation are allowed but must be either discontinued or on stable doses at the time of initiation of protocol therapy                                                                                                                                                     ",1
"38","patients must have received no more than 2 prior chemotherapy regimens and / or focal",1,"or patients who have not recovered from adverse events due to prior administered agents as follows chemotherapy < 4 weeks prior to entering the study radiotherapy < 4 weeks prior to entering the study nitrosoureas / mitomycin c < 6 weeks prior to entering the study targeted therapy < 2 weeks or 5 half lives whichever is longer prior to entering the study those who have not recovered from clinically significant adverse events due to prior agents administered to grade = < 1 or baseline with exception of alopecia and peripheral neuropathy unless approved by the protocol chair                                                                                                       ",1
"40","patient should be randomized in the trial ideally within a maximum of 8 weeks of completion of their last treatment surgery chemotherapy or",1,"within 4 weeks prior to entering the study or those who have not recovered from adverse events due to agents administered more than 4 weeks earlier excluding alopecia patients with treatment related effects such as peripheral neuropathy that are grade 1 or less are eligible                                                                                                                                                                ",1
"41","patients receiving adjuvant",1,"within 4 weeks 6 weeks for nitrosoureas or mitomycin c prior to study enrollment or those who have not recovered from adverse events due to agents administered more than 4 weeks prior to study enrollment                                                                                                                                                                          ",1
"42","no prior",1,"within 4 weeks of entering the study or those who have not recovered from adverse events due to agents administered more than 4 weeks earlier                                                                                                                                                                       ",1
"43","prior palliative",1,"including complementary and alternative medicine treatments cams within 4 weeks prior to entering the study or those who have not recovered from adverse events other than alopecia due to agents administered more than 4 weeks earlier                                                                                                                                                                         ",1
"44","patients must be > = 4 weeks beyond treatment of any chemotherapy other investigational therapy hormonal biological targeted agents or",1,"at least 12 months prior to entry                                                                                                                                                                                                         ",1
"45","prior therapy patients must have had no prior anthracycline e . g . doxorubicin daunorubicin or ifosfamide chemotherapy patients must have had no prior use of pazopanib or similar multi targeted tyrosine kinase inhibitors tki patients must have had no prior",1,"or antibody therapy for lymphoma                                                                                                                                                                                                       ",1
"46","eligibility criteria for randomization step 1",1,"within 3 weeks 6 weeks for nitrosoureas or mitomycin c prior to entering the study or those who have not recovered from adverse events due to agents administered more than 3 weeks earlier for part i prior adjuvant therapy with gemcitabine or a fluoropyrimidine therapy is permitted if completed > = 6 months prior to recurrence no prior parp inhibitor therapy is allowed for part ii no prior parp inhibitor therapy is permitted up to two prior treatment regimens are permitted as follows 1 adjuvant and 1 metastatic 1 locally advanced and 1 metastatic or 2 metastatic or a variation thereof                                                                                                        ",1
"48","appropriate for study entry based on the following diagnostic workup history / physical examination within 28 days prior to registration imaging of target lesion s within 28 days prior to registration further protocol specific assessments recovery from effects of recent surgery",1,"hormonal with the exception of hormones for thyroid conditions and other investigational agents will not be allowed within 14 days or five 5 half lives whichever is longer prior to the first dose of romidepsin 6 weeks for nitrosoureas or mitomycin c additionally participants must have recovered to less than grade 2 clinically significant adverse effect s / toxicity ies of the previous therapy with the exception of alopecia unless approved by the principal investigator                                                                                                        ",1
"49","patients who have had chemotherapy immunotherapy or investigational therapy within 4 weeks 6 weeks for nitrosoureas or mitomycin c or palliative",1,"for symptomatic localized bone lesions or impending spinal cord compression only radiotherapy must be completed at least 14 days prior to registration and all toxicities must have resolved to = < grade 1                                                                                                                                                                             ",1
"50","patients must have received prior radiation therapy and / or chemotherapy and recovered from the acute treatment related toxicities defined as = < grade 1 if not defined in eligibility criteria of all prior chemotherapy immunotherapy or",1,"prior to study enrollment                                                                                                                                                                                               ",1
"51","inclusion criteria for stratum c patients must have received prior",1,"prior to study entry                                                                                                                                                                                    ",1
"52","prior therapy for metastatic disease permitted at least 4 weeks must have elapsed since prior chemotherapy or biological therapy 6 weeks if the regimen included carmustine bcnu or mitomycin c",1,"to any other site including bone or brain metastases must be completed at least 28 days prior to registration                                                                                                           ",1
"57","patients who have had prior chemotherapy or any other investigational drug within 30 days of registration or prior",1,"for their brain tumor and fully recovered from the acute treatment related toxicities of all prior therapies prior to entering this study for those acute baseline adverse events attributable to prior therapy patients must meet organ function criteria                                                                                                                                                              ",1
"59","patients must be registered on study no earlier than 7 days and no later than 56 days prior to step 1 registration after completing chemotherapy note post chemotherapy restaging imaging must be completed no earlier than 56 days prior to step 1 registration for patients with limited stage small cell lung cancer who receive thoracic",1,"patients must have had their last fraction of focal irradiation > = 2 weeks prior to enrollment                                                                                                                                                                                                  ",1
"61","patients who have had chemotherapy or immunotherapy within 4 weeks 6 weeks for nitrosoureas or mitomycin c or",1,"but in no case longer than 12 weeks                                                                                                                                                                                    ",1
"63","patients must have recovered from the acute toxic effects of all prior chemotherapy immunotherapy stem cell transplant or",1,"within 2 weeks prior to randomization                                                                                                                                                                                                          ",1
"65","patients must have no previous",1,"or chemotherapy with the exception of dexamethasone which is allowed                                                                                                                                                                                                       ",1
"66","concomitant",1,"to metastases                                                                                                                                                                                                               ",1
"67","patients must have recovered from the acute treatment related toxicities defined as = < grade 1 of all prior chemotherapy immunotherapy or",1,"and must have recovered to = < grade 1 toxicity or previous baseline for each toxicity exception patients may have received palliative low dose radiotherapy to the limbs 1 4 weeks before this therapy provided pelvis sternum scapulae vertebrae or skull were not included in the radiotherapy field                                                                                                                                               ",1
"68","prior",1,"to tumor involved sites note patients previously treated for a non nrsts cancer are eligible provided they meet the prior therapy requirements patients who have had chemotherapy or radiotherapy within 4 weeks 6 weeks for nitrosoureas or mitomycin c prior to entering the study or those who have not recovered from adverse events due to agents administered more than 4 weeks earlier are excluded                                                                                                          ",1
"72","patients who have had systemic chemotherapy biologic therapy or",1,"may be given before or after protocol treatment . when radiotherapy is planned prior to protocol treatment administration patients must have completed adjuvant radiotherapy > = 2 weeks prior to randomization for protocol therapy if applicable                                                                                                                                                                         ",1
"75","patients must have had no prior",1,"within 4 weeks 6 weeks for nitrosoureas or mitomycin c prior to entering the study or those who have not recovered from adverse events aes due to agents administered more than 3 weeks earlier patients who have had prior pelvic radiation may be at increased risk for bowel perforation and therefore may not have residual inflammatory disease of the bowel or residual bowel toxicity based on baseline imaging and clinical assessment palliative limited field radiation therapy is permitted if all of the following criteria are met repeat imaging demonstrates no new sites of bone metastases the lesion being considered for palliative radiation is not a target lesion bowel toxicity is not expected from the target field due to increased risk of perforation                                                                                   ",1
"76","previous therapy with at least",1,"or chemotherapy free of active infection requiring antibiotics with the exception of uncomplicated urinary tract infection uti any hormonal therapy directed at the malignant tumor must be discontinued at least one week prior to registration any other prior therapy directed at the malignant tumor including chemotherapy targeted agents immunologic agents and any investigational agents must be discontinued at least 4 weeks prior to registration 6 weeks for nitrosoureas or mitomycin c any prior radiation therapy must be completed at least 4 weeks prior to registration at least 4 weeks must have elapsed since major surgery                                                                           ",1
"77","must be 12 weeks from",1,"within 2 weeks prior to the first dose of the study drug                                                                                                                                                                                  ",1
"78","patients who have had systemic therapy or",1,"prior to entering this study there is no upper limit to the number of prior therapies that is allowed                                                                                                                                                           ",1
"80","prior cranial",1,"and / or chemotherapy with the following exceptions patients with secondary cns cancers after a previous medical problem / malignancy who cannot receive full dose of radiotherapy > = 50 gy as long as they meet all other eligibility criteria patients with progressive low grade gliomas and cmmrd or lynch syndromepatients must have recovered from the acute treatment related toxicities defined as = < grade 1 if not defined in eligibility criteria of all prior chemotherapy immunotherapy or radiotherapy prior to entering this study there is no upper limit to the number of prior therapies that is allowed                                                                                                       ",1
"81","prior chemotherapy or",1,"must be completed at least 4 weeks prior to registration                                                                                                                                                                           ",1
"82","patients who have had chemotherapy targeted therapy or",1,"or those who have not recovered from adverse events due to prior administered agents as follows chemotherapy < 3 weeks prior to registration hormone therapy < 2 weeks prior to registration targeted therapy other than below < 2 weeks prior to registration e . g . tyrosine kinase inhibitors trastuzumab < 6 weeks prior to registration bevacizumab < 6 weeks prior to registration nitrosoureas / mitomycin c < 6 weeks prior to registration radiotherapy < 3 weeks prior to registration note a previously irradiated lesion may not be used as a target lesion unless there is evidence of post radiation progression surgery < 3 weeks prior to registration other approved or investigational agents < 3 weeks prior to registration unless otherwise noted by the protocol chair patients who have received prior epigenetic e . g . histone deacetylase hdac inhibitors such as entinostat panobinostat vorinostat romidepsin or demethylating agents such as 5 azacitidine or decitabine immunomodulatory or other checkpoint inhibitors should only be considered after discussion with the protocol chair those who have not recovered from acute adverse events to grade < 2 or baseline due to agents administered with exception of alopecia unless approved by the protocol chair  ",1
"83","patients must have completed any prior chemotherapy",1,"within 3 weeks 6 weeks for nitrosoureas or mitomycin c prior to entering the study patients who have had prior onalespib or at7519m as a monotherapy will not be excluded                                                                                                                                                                               ",1
"84","all adverse events grade > = 1 related to prior therapies chemotherapy",1,"to the study treatment volume prior surgery is allowed there must be at least 6 weeks between mitomycin or nitrosoureas and any new therapy                                                                                                                                                                         ",1
"2","",NA,"concomitant with chemotherapy patients must be registered on study no earlier than 7 days and no later than 56 days prior to step 1 registration after completing thoracic radiotherapy for patients with extensive stage small cell lung cancer who are being considered for consolidative thoracic radiotherapy after chemotherapy concomitant administration of consolidative thoracic radiotherapy and protocol specified prophylactic cranial irradiation with or without hippocampal avoidance is permitted if consolidative thoracic radiotherapy is performed prior to study registration then patients must be registered on study no earlier than 7 days and no later than 56 days prior to step 1 registration after completing thoracic radiotherapy                                                    ",1
"3","",NA,"within 4 weeks of protocol therapy                                                                                                                                                                                                             ",1
"5","",NA,"within 2 weeks prior to cycle 1 day 1 patients who have had tyrosine kinase inhibitors such as braf or mek inhibitors within 15 days of cycle 1 day 1                                                                                                                                                                   ",1
"6","",NA,"within 4 weeks                                                                                                                                                                                                            ",1
"8","",NA,"prior to entering this study all prior treatment related toxicities must have resolved to = < grade 2 prior to enrollment                                                                                                                                                                            ",1
"9","",NA,"within 4 weeks 6 weeks for nitrosoureas or mitomycin c prior to entering the study or those whose adverse events have not resolved to grade 1 or less except alopecia from agents administered more than 4 weeks earlier patients must have completed prior biological therapies and / or targeted therapies > = 2 weeks prior to study enrollment patients who have had radiation to the pelvis or other bone marrow bearing sites will be considered on a case by case basis and may be excluded if the bone marrow reserve is not considered adequate i . e . radiation to > = 25 of bone marrow                                                                                                   ",1
"10","",NA,"or chemotherapy other than corticosteroids                                                                                                                                                                                                         ",1
"12","",NA,"to the abdomen or pelvis                                                                                                                                                                                                             ",1
"13","",NA,"or those who have not recovered from adverse events due to prior administered agents as follows chemotherapy radiotherapy or surgery = < 3 weeks prior to entering the study targeted therapy e . g . tki = < 1 week prior to entering the study autologous hsct = < 6 weeks prior to entering the study investigational drug or immunotherapy e . g . rituximab = < 4 weeks prior to entering the study prophylactic intrathecal chemotherapy within one week of enrollment allowed patients will be allowed to receive cytoreduction with hydroxyurea 6 mercaptopurine corticosteroids dexamethasone prednisone or similar or cyclophosphamide provided that it is discontinued at least 24 hours prior to the initiation of study treatment pre phase treatment with dexamethasone 10 mg / m 2 maximum total 24 mg per day for up to 5 days is required for patients with bone marrow blasts more than 50 peripheral blood blasts of 15 000 / ul or higher or elevated lactate dehydrogenase suggesting rapidly progressing disease as per investigator s assessment pre phase treatment must be stopped at least 24 hours prior to the initiation of blinatumomab             ",1
"14","",NA,"within 3 weeks 6 weeks for nitrosoureas or mitomycin c prior to entering the study                                                                                                                                                                                           ",1
"15","",NA,"within 2 weeks prior to treatment start or those who have not recovered from adverse events due to agents administered more than 2 weeks prior to treatment start hydroxyurea is allowed for symptomatic leukocytosis during screening lead in and cycle 1 only if clinically necessary a total white blood cell wbc count < 25000 / mcL prior to first dose of decitabine on trial is required prior leukapheresis and / or prior or concurrent treatment with hydroxyurea to achieve this level are allowed                                                                                                                          ",1
"16","",NA,"within 14 days prior to entering the study                                                                                                                                                                                                       ",1
"17","",NA,"to tumor involved sites                                                                                                                                                                                                         ",1
"18","",NA,"and temozolomide                                                                                                                                                                                                            ",1
"19","",NA,"if patients are within 12 weeks of radiotherapy then the progressive lesion must be outside of the high dose radiation target volume or have unequivocal evidence of progressive tumor on a biopsy specimen                                                                                                                                                                             ",1
"20","",NA,"within 3 weeks prior to the first dose of study therapy                                                                                                                                                                                                 ",1
"22","",NA,"within < 4 weeks are ineligible                                                                                                                                                                                                         ",1
"23","",NA,"or radiotherapy to the head and neck where potential field overlaps would exist                                                                                                                                                                                                    ",1
"25","",NA,"for any brain tumor                                                                                                                                                                                                            ",1
"27","",NA,"and have not recovered from acute toxicity to their pretreatment baseline or to a grade 1 level within 4 weeks 6 weeks for nitrosoureas or mitomycin c prior to entering the study note patients with chronic residual prior therapy related toxicity e . g . vitiligo alopecia low grade neuropathy or in the consensus opinion of the cancer immunotherapy trials network citn / cancer therapy evaluation program ctep investigators would not impact the safety of the patient or the integrity of the study are not excluded note for resolution of autoimmune toxicity from prior immune therapy patients must be off steroids for at least 30 days without relapse of autoimmune toxicity or it must be at least 30 days from their last dose of infliximab or related immunosuppressive therapy without relapse of autoimmune toxicity                                                                     ",1
"31","",NA,"or major surgery at least 4 weeks before receiving study treatment ongoing toxicities related to treatment must be = < grade 1 and patients with grade 2 alopecia or peripheral neuropathy can also be included palliative radiation to < 10 of bone marrow is permissible if completed within one week of commencing study treatment as long as the toxicities secondary to palliative radiotherapy are limited to grade 1 the lesions that have received radiation treatment immediately before will be excluded as target lesions previously irradiated lesions can be considered as targeted lesions as long as there is prove of radiological progression                                                                                                       ",1
"47","",NA,"and / or surgery must be resolved except for alopecia                                                                                                                                                                                             ",1
